	id_account	username	username	id_midia	comments_count	like_count	media_type	media_url	caption	timestamp	permalink	media_product_type	thumbnail_url	extract_date	period	year	day	id_tb_midia
0	17841404384819471	gabgalani	raentretenimento	17999328089373219	0		CAROUSEL_ALBUM	https://scontent.cdninstagram.com/v/t51.29350-15/446237560_805668581169886_4316761605793840217_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=18de74&_nc_ohc=GHAgE6NAKaYQ7kNvgGrE4sA&_nc_ht=scontent.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AYDhvEWHjnAqPKTAy3YUl5AmayR0TDdrm-QSVcf5GaAO1A&oe=665AA2AE	"O fim de semana chegou ao fim mas daqui a pouco tem feriado com muita programação de festas.

O clássico Corpus Christi de Campos trás festas de todos os estilos como vemprochurrasquinho aquideusamba chateaucampos housewinter e mais, do dia 30 de Maio até 01 de Junho. 

Arraste para o lado para conferir a programação completa e escolher as suas festas favoritas!"	2024-05-26 22:32:19+00:00	https://www.instagram.com/p/C7ctTWnuea_/	FEED		2024-05-27	05	2024	27	1799932808937321920240527
1	17841404384819471	gabgalani	raentretenimento	18020984945218375	1		CAROUSEL_ALBUM	https://scontent.cdninstagram.com/v/t51.29350-15/446121046_829558685175001_8029799595413997729_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=18de74&_nc_ohc=i1GWRqZUZZoQ7kNvgEr8W0d&_nc_ht=scontent.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AYCx309veAeptXALNXfsbKzMHU0xUIRcerjDbOs5pAkrrA&oe=665AB546	"Sextou na Cidade Maravilhosa e tem duas boas festas para animar o seu fim de semana! festaabrasileira festaerrejota 

Arraste para o lado para conferir a nossa seleção e garanta já o seu ingresso comentando o nome da sua favorita. 

#festasrj"	2024-05-24 20:49:59+00:00	https://www.instagram.com/p/C7XYADvOV9F/	FEED		2024-05-27	05	2024	27	1802098494521837520240527
2	17841404384819471	gabgalani	raentretenimento	18026044757116317	6	30.0	CAROUSEL_ALBUM	https://scontent.cdninstagram.com/v/t51.29350-15/445867282_1355678861769892_6638350008786366375_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=18de74&_nc_ohc=fwKZl2FVoSMQ7kNvgEdZSua&_nc_ht=scontent.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AYBwSk2p10sSuPukmYUQtjydKJnfHg0EgFJ5M4jcO6KVEA&oe=665AA035	"Fim de semana chegando e é claro que aqui você encontra os melhores eventos! No sábado tem pagode com pagodedoxando e também na __arraia ; bresh com Pedro Sampaio e nomadefestivalsp com diversas atrações, que acontece também no domingo. 

Arraste para o lado para conferir os detalhes e comente a sua favorita para receber nosso link exclusivo de compra. 

#festas #eventos"	2024-05-23 23:26:21+00:00	https://www.instagram.com/p/C7VFGdZOQa1/	FEED		2024-05-27	05	2024	27	1802604475711631720240527
3	17841404384819471	gabgalani	raentretenimento	17999548157612924	1		VIDEO	https://scontent.cdninstagram.com/o1/v/t16/f1/m82/8B45A023D130B2873518515DD985ACA9_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLmNsaXBzLnVua25vd24tQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSJ9&_nc_ht=scontent.cdninstagram.com&_nc_cat=106&vs=1106107870501367_3781805669&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC84QjQ1QTAyM0QxMzBCMjg3MzUxODUxNUREOTg1QUNBOV92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dIbWNqUm9YMHhIMDBVVUZBSmRSLVp2bGRWb1JicV9FQUFBRhUCAsgBACgAGAAbAYgHdXNlX29pbAExFQAAJoL4qKnfwJlAFQIoAkMzLBdAOxmZmZmZmhgSZGFzaF9iYXNlbGluZV8xX3YxEQB1AAA%3D&ccb=9-4&oh=00_AYCTNe3xNlxWKQ9CC81zIJOKHfFI1X5hJFozxaUbWag6Ag&oe=6656CA17&_nc_sid=1d576d	"A melhor festa de pagode de Caraíva desembarca em terras paulistas no próximo sábado! O pagodedoxando acontece no dia 25/05 em São Paulo trazendo muita música boa e é claro, a  vibe da Bahia. 
Comente XANDO e receba o link exclusivo de compra."	2024-05-23 20:59:23+00:00	https://www.instagram.com/reel/C7U0DMEOzbR/	REELS	https://scontent.cdninstagram.com/v/t51.29350-15/446098620_1091747041895965_8344271990650676356_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=18de74&_nc_ohc=WP6qpwAi2cgQ7kNvgGX-4lR&_nc_ht=scontent.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AYDnLQASigN9upeYUc8KmJCPqlB15f-k2AUgwk5EyQIFGg&oe=665AB1CC	2024-05-27	05	2024	27	1799954815761292420240527
4	17841404384819471	gabgalani	raentretenimento	18434918029040696	0		VIDEO		"O Churrasquinho Menos é Mais, está chegando para esquentar o clima de Campos do Jordão no dia 31/05!

São os últimos ingressos do lote atual do vemprochurrasquinho do feriado, a virada de lote acontece hoje! 

Comente CHURRASQUINHO e receba o link exclusivo para garantir o seu."	2024-05-22 23:25:56+00:00	https://www.instagram.com/reel/C7SgE26ueg3/	REELS	https://scontent.cdninstagram.com/v/t51.29350-15/445939042_1871487069940616_2375413763199148720_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=18de74&_nc_ohc=zur2EZ3K2KoQ7kNvgGDLMRy&_nc_ht=scontent.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AYBsmurEYq3JrqYuMvhgbN8JvxzFY0jM2Esek26czDCllw&oe=665ABD1C	2024-05-27	05	2024	27	1843491802904069620240527
5	17841404384819471	gabgalani	raentretenimento	18064835116489359	0	10.0	IMAGE	https://scontent.cdninstagram.com/v/t51.29350-15/445648159_2556156747924537_6561267125232590031_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=18de74&_nc_ohc=3-FjhvSFM2wQ7kNvgFNwQPs&_nc_ht=scontent.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AYCEVn48ueOvZZPP_affnCBUifIuw5JrkZ1CikKY9YK-XA&oe=665ACAF2	"Já tem virada de lote chegando para a próxima edição da curtaesbornia ! Uma estrutura incrível com Full Open Bar, desembarcam em São Paulo no dia 15/06.

Comente ESBORNIA e garanta já o seu ingresso. Virada de lote amanhã!"	2024-05-22 21:44:25+00:00	https://www.instagram.com/p/C7SUpBuuBIf/	FEED		2024-05-27	05	2024	27	1806483511648935920240527
6	17841404384819471	gabgalani	raentretenimento	18046333051696968	1	11.0	VIDEO		"Uma estrutura surpreendente com line up de peso da cena eletrônica e do house music, tomam conta da próxima edição da festa.bonjour 

Diretamente da França, a festa apresenta martenlou , que divide o palco com brunobe 🚀
Para completar a noite, Open Bar Premium e Open Food com bullguer 

Comente “Bonjour” e receba o link exclusivo de compra."	2024-05-21 22:04:43+00:00	https://www.instagram.com/reel/C7PyCprOSnW/	REELS	https://scontent.cdninstagram.com/v/t51.29350-15/445339610_439714665674218_6599412247148510274_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=18de74&_nc_ohc=pNlsvSosIFgQ7kNvgEW7haf&_nc_ht=scontent.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AYDR0C7VblIwj4jtJbHWBPyJ_5YR2Hd_e2EgBJoqi-XxFA&oe=665AA72D	2024-05-27	05	2024	27	1804633305169696820240527
7	17841404384819471	gabgalani	raentretenimento	17968610261717429	2		IMAGE	https://scontent.cdninstagram.com/v/t51.29350-15/445361149_830633208958497_8207024863004216456_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=18de74&_nc_ohc=KQuvhGP62U8Q7kNvgGYcHQW&_nc_ht=scontent.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AYBF3057NH4cF9GfrWa7SehvZBLDyitwoFkuk38UE4UiOw&oe=665AC1DF	"Nova semana, cada vez mais perto do Arraiá mais animado da cidade arraialestrelado . São 12 super atrações confirmadas como jorgeemateus, elbaramalho zenetoecristiano e muito mais, em 4 dias para comemorar a época mais gostosa do ano. 
Corre pra garantir o seu que Amanhã o Lote vira!

Comente ARRAIAL e receba o link exclusivo para comprar."	2024-05-20 21:01:50+00:00	https://www.instagram.com/p/C7NGLcFOnxE/	FEED		2024-05-27	05	2024	27	1796861026171742920240527
8	17841404384819471	gabgalani	raentretenimento	18078921748477767	0	11.0	VIDEO	https://scontent.cdninstagram.com/o1/v/t16/f1/m82/D340719250AEAB5BC1E77EB543294C9B_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLmNsaXBzLnVua25vd24tQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSJ9&_nc_ht=scontent.cdninstagram.com&_nc_cat=101&vs=738867171653121_3272725940&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC9EMzQwNzE5MjUwQUVBQjVCQzFFNzdFQjU0MzI5NEM5Ql92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dDV1pkUnBXMDhGM2NBVURBRTZWdGZyT3d6NXdicV9FQUFBRhUCAsgBACgAGAAbAYgHdXNlX29pbAExFQAAJtjru8aRpNc%2FFQIoAkMzLBdALBFocrAgxRgSZGFzaF9iYXNlbGluZV8xX3YxEQB1AAA%3D&ccb=9-4&oh=00_AYBI7HwhgTxQ8K1-1Cl5TO9aybkpnuWBtYl1pHU2zGMuZw&oe=6656BF4D&_nc_sid=1d576d	"Quem avisa, amigo é! São os últimos ingressos da próxima wemakebetterdays que acontece neste fim de semana! 

Full Open Bar perfeito para curtir o seu sábado, em uma festa com uma super estrutura. 
Comente “WE MAKE” e receba o link exclusivo de compra."	2024-05-17 22:16:57+00:00	https://www.instagram.com/reel/C7FgSfaOhZl/	REELS	https://scontent.cdninstagram.com/v/t51.29350-15/444791008_2458908817625730_4384108847941427627_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=18de74&_nc_ohc=fjShpx-tu7cQ7kNvgEJoSNd&_nc_ht=scontent.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AYAUCfvDEtiQ5tUHrjAz4rSeZy8A8DCQKVl406JxRjQ7lw&oe=665AB2D3	2024-05-27	05	2024	27	1807892174847776720240527
9	17841404384819471	gabgalani	raentretenimento	18060552868567602	0	12.0	CAROUSEL_ALBUM	https://scontent.cdninstagram.com/v/t51.29350-15/443842753_2226831057657267_3255162792430460837_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=18de74&_nc_ohc=6OSiCTO41sIQ7kNvgH0Cksa&_nc_ht=scontent.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AYCuuxTZGxo5H4GUOKdNTy0XFFQQOriHwPOz5eksG8B4Ww&oe=665A9DDB	"O feriado de Corpus Christi será animado também na cidade maravilhosa. Tem grandes festas como mixedbymixed prainhacomferrugem e muito mais. 

Arraste para o lado para conferir a programação completa."	2024-05-16 22:54:41+00:00	https://www.instagram.com/p/C7C_6YquseT/	FEED		2024-05-27	05	2024	27	1806055286856760220240527
10	17841404384819471	gabgalani	raentretenimento	18050455996640567	0		VIDEO		"A deusamba mal passou e já deixou saudades, mas calma que em breve já tem mais uma edição para curtir muito!

O próximo destino é Campos do Jordão no feriadão de Corpus Christi, no dia 01/06.

Comente “Deu Samba”e receba o link exclusivo de compra."	2024-05-15 23:13:41+00:00	https://www.instagram.com/reel/C7AdQiUOMfK/	REELS	https://scontent.cdninstagram.com/v/t51.29350-15/443836674_1451792948800796_7193814991091467656_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=18de74&_nc_ohc=VrrVdWD-JwQQ7kNvgEIwFVS&_nc_ht=scontent.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AYDb2NAtWrs2eYCYraP_sk8AgZzKfWUg_rCaXilqAbTqqg&oe=665AC028	2024-05-27	05	2024	27	1805045599664056720240527
11	17841404384819471	gabgalani	raentretenimento	17969286797604392	10		IMAGE	https://scontent.cdninstagram.com/v/t51.29350-15/436204645_770972435122317_8492218244288185277_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=18de74&_nc_ohc=t2s_bJB8vaAQ7kNvgFIYg2S&_nc_ht=scontent.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AYBb_Iw3LgxMQWK0Tq8M-yljqh0P2FCZWEcnBPc2fIYZ9Q&oe=665AAF9C	"Chegou a vez de campinas receber a super turnê sorrisoasantigas . Dia 19/10 você vai curtir as clássicas do samba e pagode do Sorriso Maroto no espaço Red Eventos.

Vendas abertas! Comente “Sorriso” e receba o link exclusivo para comprar."	2024-05-15 15:04:04+00:00	https://www.instagram.com/p/C6_lQsJOPKZ/	FEED		2024-05-27	05	2024	27	1796928679760439220240527
12	17841404384819471	gabgalani	raentretenimento	17999847821560176	0		VIDEO		"Tem virada de lote da wemakebetterdays chegando! É o último dia para garantir o seu ingresso no lote atual. 

Virada amanhã, dia 15/05. Comente “WE MAKE” e receba o link exclusivo de compra."	2024-05-14 21:49:51+00:00	https://www.instagram.com/reel/C69uyc2ueQt/	REELS	https://scontent.cdninstagram.com/v/t51.29350-15/443820899_983678459835261_7143388496710956811_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=18de74&_nc_ohc=WVwZs-JH8cYQ7kNvgFl3cx-&_nc_ht=scontent.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AYDZ6Tl8GJTP0voAUkVtOdx8Q4EF8-PLjlGhLTV1lv-JQA&oe=665A9D49	2024-05-27	05	2024	27	1799984782156017620240527
13	17841404384819471	gabgalani	raentretenimento	17995497869632175	0		VIDEO	https://scontent.cdninstagram.com/o1/v/t16/f1/m82/E748A0D3356F5FFCE8D243B8F37AA79E_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLmNsaXBzLnVua25vd24tQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSJ9&_nc_ht=scontent.cdninstagram.com&_nc_cat=108&vs=972570257408047_3450012613&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC9FNzQ4QTBEMzM1NkY1RkZDRThEMjQzQjhGMzdBQTc5RV92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dPU3lheG8wWWpDaUctQUNBTU1ILXlVWUwtY1hicV9FQUFBRhUCAsgBACgAGAAbAYgHdXNlX29pbAExFQAAJqLL%2F7LL4JNAFQIoAkMzLBdAMF2yLQ5WBBgSZGFzaF9iYXNlbGluZV8xX3YxEQB1AAA%3D&ccb=9-4&oh=00_AYARgJagR6R_7tR4vV9wL9x8ep9z-s5_1r8XfaeyjBUO2g&oe=6656C241&_nc_sid=1d576d	"Hoje é dia da aquideusamba fazer o samba mais rosa do Brasil! 

Pode esperar muito pagode e samba e também participações especiais surpresa. 

Utilize o código RA e garanta o seu ingresso com desconto! Link na bio.

#deusamba"	2024-05-11 16:40:16+00:00	https://www.instagram.com/reel/C61dDgxOn34/	REELS	https://scontent.cdninstagram.com/v/t51.29350-15/441155599_424267060225187_4737328271953807117_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=18de74&_nc_ohc=U-bQWohpu8MQ7kNvgFYbaIl&_nc_ht=scontent.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AYBmtiS8towiEguxTfEvdqqDHiWT6veg-zGkbiVCPC99EQ&oe=665AAA11	2024-05-27	05	2024	27	1799549786963217520240527
14	17841404384819471	gabgalani	raentretenimento	17945509649699245	0		VIDEO		"Pode sambar sem hora para acabar com a  mais uma edição do edição pagodedochuvisco dessa vez em clima de Olímpiadas do Pagode. 

Comente Chuvisco e garanta já o nosso link exclusivo de compra."	2024-05-11 14:32:19+00:00	https://www.instagram.com/reel/C61OWw7uTUN/	REELS	https://scontent.cdninstagram.com/v/t51.29350-15/442469418_1568405167075935_3833671413477016302_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=18de74&_nc_ohc=ZzNf82mIpukQ7kNvgEvPxRs&_nc_ht=scontent.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AYDudXgFmKG3gKqAx4v7zYGYYIdvh5-0U223vrqfVC1Rog&oe=665AC263	2024-05-27	05	2024	27	1794550964969924520240527
15	17841404384819471	gabgalani	raentretenimento	18022323329165256	16		VIDEO	https://scontent.cdninstagram.com/o1/v/t16/f1/m82/024F2F6C97314B28CC953E461ABF4293_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLmNsaXBzLnVua25vd24tQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSJ9&_nc_ht=scontent.cdninstagram.com&_nc_cat=105&vs=456088016931311_1185664753&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC8wMjRGMkY2Qzk3MzE0QjI4Q0M5NTNFNDYxQUJGNDI5M192aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dOazlVUnBoSjBnX3ZJRUhBQlMwN1I3c0k0OWZicV9FQUFBRhUCAsgBACgAGAAbAYgHdXNlX29pbAExFQAAJtqRxrTmm4RAFQIoAkMzLBdANDMzMzMzMxgSZGFzaF9iYXNlbGluZV8xX3YxEQB1AAA%3D&ccb=9-4&oh=00_AYAVTFG4XHYEKaND33jel4GSD31ActoCuvdY-HOV20VTvw&oe=6656C05B&_nc_sid=1d576d	"Prepare-se para mais um ano de jaguariunarodeofestival . Dos dias 20 a 28 de Setembro, chega a edição de 2024 com a estrutura de tirar o fôlego e um lineup de artistas sempre imperdível, que já tem confirmados como chxoficial anacastelacantora  lauanaprado gusttavolima e zezedicamargoeluciano 🚀

Comente “JAGUARIUNA” e receba o link exclusivo para garantir o seu ingresso. 

#rodeio"	2024-05-09 22:11:44+00:00	https://www.instagram.com/reel/C6w5XsmuzPu/	REELS	https://scontent.cdninstagram.com/v/t51.29350-15/442437247_930006498806177_5001748879206761135_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=18de74&_nc_ohc=twaKovPylwgQ7kNvgE81pXP&_nc_ht=scontent.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AYAC50gAzXHj59UHOMCflDbEKzKccKqW13PBlCiLzUxzMg&oe=665AA4F7	2024-05-27	05	2024	27	1802232332916525620240527
16	17841404384819471	gabgalani	raentretenimento	17996286962624466	4	14.0	VIDEO		"Estão abertas as vendas da oitava curtaesbornia em terras paulistas! 

Dia 15/06 você poderá curtir mais uma edição dessa super festa com Full Open Bar Premium. 

Comente “ESBÓRNIA” e receba o link exclusivo RA para comprar com desconto. 
#esbornia #festa"	2024-05-09 17:45:31+00:00	https://www.instagram.com/reel/C6wanIKOqkN/	REELS	https://scontent.cdninstagram.com/v/t51.29350-15/442421602_25510924821855754_6136234841850975487_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=18de74&_nc_ohc=xw6GaECHAagQ7kNvgEQ_uLy&_nc_ht=scontent.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AYBI8_WnWqZpLOdjR6tD37SceM0N8pMVAuQWlHcOqnqnfg&oe=665AB747	2024-05-27	05	2024	27	1799628696262446620240527
17	17841404384819471	gabgalani	raentretenimento	17908755626865361	0	10.0	VIDEO			2024-05-07 23:00:00+00:00	https://www.instagram.com/reel/C6r1XiYuHSx/	REELS	https://scontent.cdninstagram.com/v/t51.29350-15/442421444_455554320285127_8290208577030961259_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=18de74&_nc_ohc=hBlJvbmSHsoQ7kNvgHN2npH&_nc_ht=scontent.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AYAGd7c3L4LTSPJONe9XkdOPHOi06dek4LfWBWPwkZOvWg&oe=665AB5C8	2024-05-27	05	2024	27	1790875562686536120240527
18	17841404384819471	gabgalani	raentretenimento	18034741546903824	0	17.0	VIDEO	https://scontent.cdninstagram.com/o1/v/t16/f1/m82/61410EFBFBAC404A0695B26BE721CC9C_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLmNsaXBzLnVua25vd24tQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSJ9&_nc_ht=scontent.cdninstagram.com&_nc_cat=109&vs=2249929072013449_3232481657&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC82MTQxMEVGQkZCQUM0MDRBMDY5NUIyNkJFNzIxQ0M5Q192aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dBQjVVQnA5Tmo4cUkyVUJBS3dmYklrRDNCRnpicV9FQUFBRhUCAsgBACgAGAAbAYgHdXNlX29pbAExFQAAJpS696a%2FsOBAFQIoAkMzLBdANEzMzMzMzRgSZGFzaF9iYXNlbGluZV8xX3YxEQB1AAA%3D&ccb=9-4&oh=00_AYBDZvGFun-PtE8gNrqEJD7jtI-mkqtRncnJDN0fGY1-jw&oe=6656B9C8&_nc_sid=1d576d	"Ainda dá tempo de garantir o seu ingresso para a wemake.betterdays com o código exclusivo da RA. 

Uma festa com uma estrutura incrível e um Full Open Bar, no dia 18/05. Acesse o link na bio e compre já!"	2024-05-07 21:30:00+00:00	https://www.instagram.com/reel/C6rrI33uhIN/	REELS	https://scontent.cdninstagram.com/v/t51.29350-15/442257778_438343798846806_6232815566710330605_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=18de74&_nc_ohc=8YX2kAmMyosQ7kNvgGVadQF&_nc_ht=scontent.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AYDBMnuzE6T3mNr9V7WdwQT2iRRUtgj5zrabskxMrM9XYQ&oe=665AAB45	2024-05-27	05	2024	27	1803474154690382420240527
19	17841404384819471	gabgalani	raentretenimento	18023212022489685	4	14.0	VIDEO		"Uma das maiores festas cariocas volta a São Paulo no dia 15 de Junho, com Open Bar e aquela super produção que a gente já conhece. 
 A pré venda começa é nesta quinta-feira ao 12h e aqui na RA você garante o acesso em primeira mão. 

Comente “Esbórnia” e receba o link para participar. 

#esbornia"	2024-05-07 01:21:04+00:00	https://www.instagram.com/reel/C6pgmLguZIo/	REELS	https://scontent.cdninstagram.com/v/t51.29350-15/442158185_1130632848321132_6116288183694639951_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=18de74&_nc_ohc=bP1K1v0_VI0Q7kNvgE3JY1y&_nc_ht=scontent.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AYAy-nal9gNsiwWVHaekjLw2fMVvgkM8JuXhwuk9VomMvQ&oe=665AC10C	2024-05-27	05	2024	27	1802321202248968520240527
20	17841404384819471	gabgalani	raentretenimento	18025158935120064	74		CAROUSEL_ALBUM	https://scontent.cdninstagram.com/v/t51.29350-15/442242587_458797456514656_7919073668933264861_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=18de74&_nc_ohc=aSOtK9AmfN4Q7kNvgGL1RFJ&_nc_ht=scontent.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AYB6fdUgH13IO8BJ9rqwlMi9zs0v3Mq3AXAjnhEE5KVEZg&oe=665A9FC0	"O próximo feriado vem com uma programação completíssima! O clássico Corpus Christi em Campos do Jordão acontece dos dia 30/05 a 01/06 com diversas opções de festas para curtir. 
Arraste para o lado e confira a programação completa, dia por dia. 

Comente a palavra chave dos seus favoritos e receba o link exclusivo de compra.

#festas #corpuschristi #camposdojordao"	2024-05-06 22:32:28+00:00	https://www.instagram.com/p/C6pNa7IuPRK/	FEED		2024-05-27	05	2024	27	1802515893512006420240527
21	17841404384819471	gabgalani	raentretenimento	18007647098525087	0		VIDEO		"No dia 11/05 São Paulo recebe mais uma edição da aquideusamba com muito samba, pagode e o clima mais rosa do Brasil! 

Virada de lote amanhã 06/05. Utilize o código RA e garanta já o seu! 

#samba"	2024-05-05 23:58:28+00:00	https://www.instagram.com/reel/C6myC1mu-Bl/	REELS	https://scontent.cdninstagram.com/v/t51.29350-15/441061045_1141578623745326_9048898035599621944_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=18de74&_nc_ohc=XYgyzpPBpeEQ7kNvgEoEzgD&_nc_ht=scontent.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AYA8HNi5a0V6skPdVJ64ht8Ap0Lg_uwXMvMLb3JmSIwfcQ&oe=665AB351	2024-05-27	05	2024	27	1800764709852508720240527
22	17841404384819471	gabgalani	raentretenimento	18003185219311495	2		IMAGE	https://scontent.cdninstagram.com/v/t51.29350-15/441193883_419990317494822_8544658689826535064_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=18de74&_nc_ohc=qYO9EOGoiiEQ7kNvgGG2Ii2&_nc_ht=scontent.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AYCxjRZIBDb3oaQFuHg04WU2OzMuIVq6bun3ygvW3AWHxw&oe=665ABA13	"Amanhã é dia da subajovemrj colorir São Paulo com o Baile da Purpurina. Mais uma edição com Open Bar Premium e muita música boa. 

Comente “SUBA” e receba o link exclusivo com melhor desconto. 

#suba #festa"	2024-05-03 21:24:00+00:00	https://www.instagram.com/p/C6hXM3jSSIn/	FEED		2024-05-27	05	2024	27	1800318521931149520240527
23	17841404384819471	gabgalani	raentretenimento	18026084651099512	4	22.0	IMAGE	https://scontent.cdninstagram.com/v/t51.29350-15/441077144_383224218039139_604299744369921431_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=18de74&_nc_ohc=QT0mOBeRAk4Q7kNvgEtofyw&_nc_ht=scontent.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AYD-9oDSJCJTRfpYsOob_2PCvv53ELFb5U1S9flNN0Qmkg&oe=665ACD77	"Está chegando mais uma edição da aquideusamba em São Paulo. Muito samba, pagode e aquele clima rosa que só eles trazem.

Comente “DEU SAMBA” e receba o link exclusivo de compra."	2024-05-01 21:47:59+00:00	https://www.instagram.com/p/C6cQWu-O-dM/	FEED		2024-05-27	05	2024	27	1802608465109951220240527
24	17841404384819471	gabgalani	raentretenimento	18046776688661886	3		IMAGE	https://scontent.cdninstagram.com/v/t51.29350-15/441164477_1102505994308565_1466124470906732234_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=18de74&_nc_ohc=p2_qCCvPcu0Q7kNvgHIr8E3&_nc_ht=scontent.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AYCBRs1DtBvyYMxbZuSx6MTP_lyK7F2J_uAtVRw5NLboGA&oe=665ABA8E	"Aproveite para garantir o seu ingresso da wemakebetterdays antes da virada de lote que acontece hoje à meia noite. 

A próxima edição em SP é no dia 18/05 com Open Bar Premium.
Comente WE MAKE e receba o link exclusivo."	2024-04-30 15:15:08+00:00	https://www.instagram.com/p/C6Y-mnkOkNO/	FEED		2024-05-27	05	2024	27	1804677668866188620240527
